year_week,week_index,year,pollutant,value,threshold_pc75,distance_from_thr,exposed,weight
2023-W28,11,2023,PM10,27.071428571428573,30.214,-3.1428571428571423,0,0.01
2023-W29,12,2023,PM10,22.392857142857142,30.214,-7.821428571428573,0,0.01
2023-W30,13,2023,PM10,14.392857142857142,30.214,-15.821428571428573,0,0.01
2023-W31,14,2023,PM10,13.25,30.214,-16.964285714285715,0,0.01
2023-W32,15,2023,PM10,20.285714285714285,30.214,-9.92857142857143,0,0.01
2023-W33,16,2023,PM10,25.26142857142857,30.214,-4.952857142857145,0,0.01
2023-W34,17,2023,PM10,20.88142857142857,30.214,-9.332857142857144,0,0.01
2023-W35,18,2023,PM10,18.142857142857142,30.214,-12.071428571428573,0,0.01
2023-W36,19,2023,PM10,32.082857142857144,30.214,1.8685714285714283,1,0.35240368671360367
2023-W37,20,2023,PM10,22.38142857142857,30.214,-7.832857142857144,0,0.01
2023-W38,21,2023,PM10,17.321428571428573,30.214,-12.892857142857142,0,0.01
2023-W39,22,2023,PM10,45.10714285714285,30.214,14.892857142857132,1,0.9249284691550722
2023-W40,23,2023,PM10,38.85714285714285,30.214,8.642857142857132,1,0.7578408271202298
2023-W41,24,2023,PM10,31.607142857142858,30.214,1.3928571428571423,1,0.2917668428879137
2023-W42,25,2023,PM10,21.75,30.214,-8.464285714285715,0,0.01
2023-W43,26,2023,PM10,23.428571428571427,30.214,-6.785714285714288,0,0.01
2023-W44,27,2023,PM10,18.47714285714286,30.214,-11.737142857142857,0,0.01
2023-W45,28,2023,PM10,28.821428571428573,30.214,-1.3928571428571423,0,0.01
2023-W46,29,2023,PM10,36.75,30.214,6.535714285714285,1,0.6753879567794836
2023-W47,30,2023,PM10,27.142857142857142,30.214,-3.071428571428573,0,0.01
2023-W48,31,2023,PM10,22.178571428571427,30.214,-8.035714285714288,0,0.01
2023-W49,32,2023,PM10,43.5,30.214,13.285714285714285,1,0.8892773405144495
2023-W50,33,2023,PM10,49.10714285714285,30.214,18.89285714285713,1,1.0
2023-W51,34,2023,PM10,39.71428571428572,30.214,9.500000000000007,1,0.7863182638030506
2023-W52,35,2023,PM10,40.82142857142857,30.214,10.607142857142854,1,0.8198411140711404
2024-W01,36,2024,PM10,23.75,31.321,-7.571428571428569,0,0.01
2024-W02,37,2024,PM10,51.285714285714285,31.321,19.964285714285715,1,0.7317418404681668
2024-W03,38,2024,PM10,43.85714285714285,31.321,12.535714285714278,1,0.6265339439905782
2024-W04,39,2024,PM10,76.96428571428571,31.321,45.64285714285714,1,0.9240547334719822
2024-W05,40,2024,PM10,67.46428571428571,31.321,36.14285714285714,1,0.8692854877727385
2024-W06,41,2024,PM10,31.178571428571427,31.321,-0.14285714285714235,0,0.01
2024-W07,42,2024,PM10,94.28571428571428,31.321,62.96428571428571,1,1.0
2024-W08,43,2024,PM10,19.548571428571428,31.321,-11.772857142857141,0,0.01
2024-W09,44,2024,PM10,15.642857142857142,31.321,-15.678571428571427,0,0.01
2024-W10,45,2024,PM10,21.5,31.321,-9.82142857142857,0,0.01
2024-W11,46,2024,PM10,30.75,31.321,-0.5714285714285694,0,0.01
2024-W12,47,2024,PM10,22.821428571428573,31.321,-8.499999999999996,0,0.01
2024-W13,48,2024,PM10,27.274285714285707,31.321,-4.0471428571428625,0,0.01
2024-W14,49,2024,PM10,23.571428571428573,31.321,-7.7499999999999964,0,0.01
2024-W15,50,2024,PM10,26.0,31.321,-5.321428571428569,0,0.01
2024-W16,51,2024,PM10,11.274285714285714,31.321,-20.047142857142855,0,0.01
2024-W17,52,2024,PM10,21.154285714285717,31.321,-10.167142857142853,0,0.01
2024-W18,53,2024,PM10,12.285714285714286,31.321,-19.035714285714285,0,0.01
2024-W19,54,2024,PM10,19.33285714285714,31.321,-11.98857142857143,0,0.01
2024-W20,55,2024,PM10,15.714285714285714,31.321,-15.607142857142856,0,0.01
2024-W21,56,2024,PM10,15.392857142857142,31.321,-15.928571428571427,0,0.01
2024-W22,57,2024,PM10,13.75,31.321,-17.57142857142857,0,0.01
2024-W23,58,2024,PM10,16.451428571428572,31.321,-14.869999999999997,0,0.01
2024-W24,59,2024,PM10,22.452857142857145,31.321,-8.868571428571425,0,0.01
2024-W25,60,2024,PM10,18.797142857142852,31.321,-12.524285714285718,0,0.01
2024-W26,61,2024,PM10,19.178571428571427,31.321,-12.142857142857142,0,0.01
2024-W27,62,2024,PM10,22.178571428571427,31.321,-9.142857142857142,0,0.01
2024-W28,63,2024,PM10,22.75,31.321,-8.57142857142857,0,0.01
2024-W29,64,2024,PM10,23.107142857142858,31.321,-8.214285714285712,0,0.01
2024-W30,65,2024,PM10,26.107142857142858,31.321,-5.214285714285712,0,0.01
2024-W31,66,2024,PM10,23.0,31.321,-8.32142857142857,0,0.01
2024-W32,67,2024,PM10,24.428571428571427,31.321,-6.892857142857142,0,0.01
2024-W33,68,2024,PM10,20.75,31.321,-10.57142857142857,0,0.01
2024-W34,69,2024,PM10,24.88142857142857,31.321,-6.439999999999998,0,0.01
2024-W35,70,2024,PM10,26.642857142857142,31.321,-4.678571428571427,0,0.01
2024-W36,71,2024,PM10,16.535714285714285,31.321,-14.785714285714285,0,0.01
2024-W37,72,2024,PM10,13.785714285714286,31.321,-17.535714285714285,0,0.01
2024-W38,73,2024,PM10,24.785714285714285,31.321,-6.535714285714285,0,0.01
2024-W39,74,2024,PM10,16.584285714285716,31.321,-14.737142857142853,0,0.01
2024-W40,75,2024,PM10,17.144285714285715,31.321,-14.177142857142854,0,0.01
2024-W41,76,2024,PM10,24.69142857142857,31.321,-6.629999999999999,0,0.01
2024-W42,77,2024,PM10,25.01142857142857,31.321,-6.309999999999999,0,0.01
2024-W43,78,2024,PM10,31.75,31.321,0.4285714285714306,1,0.08577370773379056
2024-W44,79,2024,PM10,42.17857142857143,31.321,10.857142857142861,1,0.5946939027219648
2024-W45,80,2024,PM10,50.98857142857143,31.321,19.667142857142863,1,0.7283089263890955
2024-W46,81,2024,PM10,61.535714285714285,31.321,30.214285714285715,1,0.8274668177551024
2024-W47,82,2024,PM10,28.535714285714285,31.321,-2.7857142857142847,0,0.01
2024-W48,83,2024,PM10,52.535714285714285,31.321,21.214285714285715,1,0.7456693892809347
2024-W49,84,2024,PM10,44.035714285714285,31.321,12.714285714285715,1,0.6296857774442067
2024-W50,85,2024,PM10,53.60714285714285,31.321,22.285714285714278,1,0.75699714033747
2024-W51,86,2024,PM10,28.428571428571427,31.321,-2.8928571428571423,0,0.01
2024-W52,87,2024,PM10,91.53571428571428,31.321,60.21428571428571,1,0.9894322103141245
2025-W01,88,2025,PM10,34.17857142857143,33.363,0.8157142857142929,1,0.1908193442162849
2025-W02,89,2025,PM10,43.21428571428572,33.363,9.851428571428585,1,0.7627594407436713
2025-W03,90,2025,PM10,31.75,33.363,-1.6128571428571377,0,0.01
2025-W04,91,2025,PM10,26.321428571428573,33.363,-7.041428571428565,0,0.01
2025-W05,92,2025,PM10,42.32142857142857,33.363,8.958571428571432,1,0.7352910077924284
2025-W06,93,2025,PM10,30.214285714285715,33.363,-3.1485714285714224,0,0.01
2025-W07,94,2025,PM10,42.46428571428572,33.363,9.101428571428585,1,0.7398475527140174
2025-W09,96,2025,PM10,43.10714285714285,33.363,9.74428571428571,1,0.7595850784149987
2025-W10,97,2025,PM10,30.107142857142858,33.363,-3.25571428571428,0,0.01
2025-W11,98,2025,PM10,27.071428571428573,33.363,-6.291428571428565,0,0.01
2025-W12,99,2025,PM10,23.428571428571427,33.363,-9.93428571428571,0,0.01
2025-W13,100,2025,PM10,20.83428571428572,33.363,-12.528571428571418,0,0.01
2025-W14,101,2025,PM10,32.54714285714285,33.363,-0.8157142857142858,0,0.01
2025-W15,102,2025,PM10,15.0,33.363,-18.362857142857138,0,0.01
2025-W16,103,2025,PM10,13.607142857142858,33.363,-19.75571428571428,0,0.01
2025-W17,104,2025,PM10,18.618571428571425,33.363,-14.744285714285713,0,0.01
2025-W18,105,2025,PM10,14.595714285714283,33.363,-18.767142857142854,0,0.01
2025-W19,106,2025,PM10,15.381428571428572,33.363,-17.981428571428566,0,0.01
2025-W20,107,2025,PM10,14.154285714285717,33.363,-19.20857142857142,0,0.01
2025-W21,108,2025,PM10,14.81,33.363,-18.552857142857135,0,0.01
2025-W22,109,2025,PM10,21.464285714285715,33.363,-11.898571428571422,0,0.01
2025-W23,110,2025,PM10,34.27428571428572,33.363,0.9114285714285799,1,0.20725373097633049
2025-W24,111,2025,PM10,26.404285714285717,33.363,-6.958571428571421,0,0.01
2025-W25,112,2025,PM10,19.83285714285714,33.363,-13.529999999999998,0,0.01
2025-W26,113,2025,PM10,21.214285714285715,33.363,-12.148571428571422,0,0.01
2025-W27,114,2025,PM10,13.821428571428571,33.363,-19.54142857142857,0,0.01
2025-W28,115,2025,PM10,18.024285714285718,33.363,-15.33857142857142,0,0.01
2025-W29,116,2025,PM10,18.15571428571429,33.363,-15.207142857142848,0,0.01
2025-W30,117,2025,PM10,13.428571428571429,33.363,-19.934285714285707,0,0.01
2025-W31,118,2025,PM10,15.417142857142858,33.363,-17.94571428571428,0,0.01
2025-W32,119,2025,PM10,30.464285714285715,33.363,-2.8985714285714224,0,0.01
2025-W33,120,2025,PM10,17.035714285714285,33.363,-16.327142857142853,0,0.01
2025-W34,121,2025,PM10,16.785714285714285,33.363,-16.577142857142853,0,0.01
2025-W35,122,2025,PM10,13.535714285714286,33.363,-19.827142857142853,0,0.01
2025-W36,123,2025,PM10,20.357142857142858,33.363,-13.00571428571428,0,0.01
2025-W37,124,2025,PM10,20.762857142857143,33.363,-12.599999999999994,0,0.01
2025-W38,125,2025,PM10,20.25,33.363,-13.112857142857138,0,0.01
2025-W39,126,2025,PM10,19.66714285714286,33.363,-13.695714285714278,0,0.01
2025-W40,127,2025,PM10,41.32142857142857,33.363,7.958571428571432,1,0.7014372594708851
2025-W41,128,2025,PM10,44.5,33.363,11.137142857142862,1,0.7985808944107989
2025-W42,129,2025,PM10,30.571428571428573,33.363,-2.7914285714285647,0,0.01
2025-W43,130,2025,PM10,24.392857142857142,33.363,-8.969999999999995,0,0.01
2025-W44,131,2025,PM10,30.535714285714285,33.363,-2.827142857142853,0,0.01
2025-W45,132,2025,PM10,51.035714285714285,33.363,17.672857142857147,1,0.9363981374392591
2025-W46,133,2025,PM10,26.285714285714285,33.363,-7.077142857142853,0,0.01
2025-W47,134,2025,PM10,27.321428571428573,33.363,-6.041428571428565,0,0.01
2025-W48,135,2025,PM10,41.10714285714285,33.363,7.744285714285709,1,0.6936921359275217
2025-W49,136,2025,PM10,47.21428571428572,33.363,13.851428571428585,1,0.8631468602483566
2025-W50,137,2025,PM10,37.892857142857146,33.363,4.530000000000008,1,0.5471055181855052
2025-W51,138,2025,PM10,25.428571428571427,33.363,-7.934285714285711,0,0.01
2025-W52,139,2025,PM10,55.142857142857146,33.363,21.78000000000001,1,1.0
2026-W01,140,2026,PM10,61.96428571428572,43.304,18.660714285714292,1,1.0
2026-W02,141,2026,PM10,41.642857142857146,43.304,-1.6607142857142847,0,0.01
2026-W03,142,2026,PM10,48.285714285714285,43.304,4.982142857142854,1,0.6005389650841988
2026-W04,143,2026,PM10,41.0,43.304,-2.3035714285714306,0,0.01
2026-W05,144,2026,PM10,34.75,43.304,-8.55357142857143,0,0.01
2026-W06,145,2026,PM10,29.75,43.304,-13.55357142857143,0,0.01
2026-W07,146,2026,PM10,24.964285714285715,43.304,-18.339285714285715,0,0.01
2026-W08,147,2026,PM10,23.357142857142858,43.304,-19.946428571428573,0,0.01
2026-W09,148,2026,PM10,49.35714285714285,43.304,6.053571428571416,1,0.6558515251899598
2026-W10,149,2026,PM10,52.57142857142857,43.304,9.267857142857139,1,0.7819112332278284
2026-W11,150,2026,PM10,41.42857142857143,43.304,-1.875,0,0.01
2026-W12,151,2026,PM10,22.5,43.304,-20.80357142857143,0,0.01
2026-W13,152,2026,PM10,22.071428571428573,43.304,-21.232142857142858,0,0.01
2026-W14,153,2026,PM10,20.01142857142857,43.304,-23.29214285714286,0,0.01
2026-W15,154,2026,PM10,23.952857142857145,43.304,-19.350714285714286,0,0.01
2026-W16,155,2026,PM10,25.88142857142857,43.304,-17.42214285714286,0,0.01
