year_week,week_index,year,respiratory_disease_count,respiratory_disease_inc,respiratory_disease_inc_lag0,respiratory_disease_inc_lag1,respiratory_disease_inc_lag2,ILI_count,ILI_inc,ILI_inc_lag0,ILI_inc_lag1,ILI_inc_lag2,pneumonia_count,pneumonia_inc,pneumonia_inc_lag0,pneumonia_inc_lag1,pneumonia_inc_lag2
2024-W50,85,2024,3302,0.002346763853866688,0.002346763853866688,0.002503120016147327,0.0033190148993208456,1180,0.0008386375976870659,0.0008386375976870659,0.0008748837989430323,0.00133115950887108,538,0.0003823618877590182,0.0003823618877590182,0.0003987082138156305,0.00048754694238417563
2024-W51,86,2024,3522,0.002503120016147327,0.002503120016147327,0.0033190148993208456,0.0027191758040260292,1231,0.0008748837989430323,0.0008748837989430323,0.00133115950887108,0.0011840425743615693,561,0.0003987082138156305,0.0003987082138156305,0.00048754694238417563,0.0004889683620412724
2024-W52,87,2024,4670,0.0033190148993208456,0.0033190148993208456,0.0027191758040260292,0.002504541435804424,1873,0.00133115950887108,0.00133115950887108,0.0011840425743615693,0.0010774361000793153,686,0.00048754694238417563,0.00048754694238417563,0.0004889683620412724,0.00046551493769917643
2025-W01,88,2025,3826,0.0027191758040260292,0.0027191758040260292,0.002504541435804424,0.0028741105466495716,1666,0.0011840425743615693,0.0011840425743615693,0.0010774361000793153,0.001293491887958017,688,0.0004889683620412724,0.0004889683620412724,0.00046551493769917643,0.0005422715991823994
2025-W02,89,2025,3524,0.002504541435804424,0.002504541435804424,0.0028741105466495716,0.002731257871111351,1516,0.0010774361000793153,0.0010774361000793153,0.001293491887958017,0.0012607992358447924,655,0.00046551493769917643,0.00046551493769917643,0.0005422715991823994,0.00047404345564175675
2025-W03,90,2025,4044,0.0028741105466495716,0.0028741105466495716,0.002731257871111351,0.0026452619818569997,1820,0.001293491887958017,0.001293491887958017,0.0012607992358447924,0.001104443073564153,763,0.0005422715991823994,0.0005422715991823994,0.00047404345564175675,0.00046267209838498296
2025-W04,91,2025,3843,0.002731257871111351,0.002731257871111351,0.0026452619818569997,0.0025471840255173257,1774,0.0012607992358447924,0.0012607992358447924,0.001104443073564153,0.0010340828005378651,667,0.00047404345564175675,0.00047404345564175675,0.00046267209838498296,0.00045059003129966084
2025-W05,92,2025,3722,0.0026452619818569997,0.0026452619818569997,0.0025471840255173257,0.0022749821611833033,1554,0.001104443073564153,0.001104443073564153,0.0010340828005378651,0.0008962050937994832,651,0.00046267209838498296,0.00046267209838498296,0.00045059003129966084,0.00037241195015934114
2025-W06,93,2025,3584,0.0025471840255173257,0.0025471840255173257,0.0022749821611833033,0.002317624750896205,1455,0.0010340828005378651,0.0010340828005378651,0.0008962050937994832,0.0008827016070570643,634,0.00045059003129966084,0.00045059003129966084,0.00037241195015934114,0.00037241195015934114
2025-W07,94,2025,3201,0.0022749821611833033,0.0022749821611833033,0.002317624750896205,0.002100858253188955,1261,0.0008962050937994832,0.0008962050937994832,0.0008827016070570643,0.0007647237755180364,524,0.00037241195015934114,0.00037241195015934114,0.00037241195015934114,0.0003219515523324075
2025-W09,96,2025,3261,0.002317624750896205,0.002317624750896205,0.002100858253188955,0.0019672448054218633,1242,0.0008827016070570643,0.0008827016070570643,0.0007647237755180364,0.0006645136896927175,524,0.00037241195015934114,0.00037241195015934114,0.0003219515523324075,0.000316976583532569
2025-W10,97,2025,2956,0.002100858253188955,0.002100858253188955,0.0019672448054218633,0.0018876453046244466,1076,0.0007647237755180364,0.0007647237755180364,0.0006645136896927175,0.0006211603901512675,453,0.0003219515523324075,0.0003219515523324075,0.000316976583532569,0.0002565662481059583
2025-W11,98,2025,2768,0.0019672448054218633,0.0019672448054218633,0.0018876453046244466,0.0019857232609641205,935,0.0006645136896927175,0.0006645136896927175,0.0006211603901512675,0.0006588280110643306,446,0.000316976583532569,0.000316976583532569,0.0002565662481059583,0.000309158775418537
2025-W12,99,2025,2656,0.0018876453046244466,0.0018876453046244466,0.0019857232609641205,0.002028365850677022,874,0.0006211603901512675,0.0006211603901512675,0.0006588280110643306,0.0006446138144933634,361,0.0002565662481059583,0.0002565662481059583,0.000309158775418537,0.00028641606090498944
2025-W13,100,2025,2794,0.0019857232609641205,0.0019857232609641205,0.002028365850677022,0.00196866622507896,927,0.0006588280110643306,0.0006588280110643306,0.0006446138144933634,0.0006268460687796544,435,0.000309158775418537,0.000309158775418537,0.00028641606090498944,0.0002714911545054739
2025-W14,101,2025,2854,0.002028365850677022,0.002028365850677022,0.00196866622507896,0.0017853030893134826,907,0.0006446138144933634,0.0006446138144933634,0.0006268460687796544,0.0005962855461520748,403,0.00028641606090498944,0.00028641606090498944,0.0002714911545054739,0.00024093063187789437
2025-W15,102,2025,2770,0.00196866622507896,0.00196866622507896,0.0017853030893134826,0.0020297872703341187,882,0.0006268460687796544,0.0006268460687796544,0.0005962855461520748,0.0007149740875196511,382,0.0002714911545054739,0.0002714911545054739,0.00024093063187789437,0.00030276238696160174
2025-W16,103,2025,2512,0.0017853030893134826,0.0017853030893134826,0.0020297872703341187,0.0018201278709123524,839,0.0005962855461520748,0.0005962855461520748,0.0007149740875196511,0.0006225818098083642,339,0.00024093063187789437,0.00024093063187789437,0.00030276238696160174,0.0002807303822766026
2025-W17,104,2025,2856,0.0020297872703341187,0.0020297872703341187,0.0018201278709123524,0.0016424504137752623,1006,0.0007149740875196511,0.0007149740875196511,0.0006225818098083642,0.0004889683620412724,426,0.00030276238696160174,0.00030276238696160174,0.0002807303822766026,0.00018478455542257386
2025-W18,105,2025,2561,0.0018201278709123524,0.0018201278709123524,0.0016424504137752623,0.0016907786821165507,876,0.0006225818098083642,0.0006225818098083642,0.0004889683620412724,0.0005102896568977232,395,0.0002807303822766026,0.0002807303822766026,0.00018478455542257386,0.0002238735959927337
2025-W19,106,2025,2311,0.0016424504137752623,0.0016424504137752623,0.0016907786821165507,0.0016666145479459064,688,0.0004889683620412724,0.0004889683620412724,0.0005102896568977232,0.0005372966303825609,260,0.00018478455542257386,0.00018478455542257386,0.0002238735959927337,0.00019615591267934762
